# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 179
#
# Samples: 33K of event 'cycles'
# Event count (approx.): 25325405346
#
# Overhead  Command          Shared Object                           Symbol                                                      
# ........  ...............  ......................................  ............................................................
#
     0.00%  Xorg             Xorg                                    [.] WriteEventsToClient
     0.00%  panel-13-pulsea  [kernel.kallsyms]                       [k] alloc_file_pseudo
     0.00%  Timer            [kernel.kallsyms]                       [k] ksys_write
     0.00%  xfce4-terminal   libpthread-2.29.so                      [.] __pthread_getspecific
     0.00%  LIST_LEGACY      [vdso]                                  [.] __vdso_clock_gettime
     0.00%  swapper          [kernel.kallsyms]                       [k] hrtimer_start_range_ns
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x000000000000c233
     0.00%  systemd-journal  [kernel.kallsyms]                       [k] posix_get_boottime
     0.00%  Timer            libxul.so                               [.] 0x00000000008faf70
     0.00%  Timer            libxul.so                               [.] 0x0000000003befb56
     0.00%  swapper          [kernel.kallsyms]                       [k] __free_pages
     0.00%  Timer            [kernel.kallsyms]                       [k] futex_wake
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_doiovar
     0.00%  ksoftirqd/1      [kernel.kallsyms]                       [k] dequeue_task_fair
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] __d_alloc
     0.00%  Xorg             libpthread-2.29.so                      [.] __libc_read
     0.00%  Xorg             Xorg                                    [.] 0x00000000001381f2
     0.00%  gmain            [kernel.kallsyms]                       [k] schedule
     0.00%  Xorg             Xorg                                    [.] 0x000000000013bfd0
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] path_openat
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] put_prev_entity
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_source_get_name
     0.00%  swapper          [kernel.kallsyms]                       [k] kfree
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6                    [.] 0x000000000002fe94
     0.00%  Web Content      libxul.so                               [.] 0x000000000096d41e
     0.00%  ksoftirqd/1      [kernel.kallsyms]                       [k] __x86_indirect_thunk_rax
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] intel_runtime_pm_get_if_in_use
     0.00%  swapper          [kernel.kallsyms]                       [k] kmem_cache_alloc
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000000a4e3
     0.00%  JS Watchdog      [kernel.kallsyms]                       [k] ip_set_ref_lock+0x800000037802
     0.00%  JS Watchdog      libnspr4.so                             [.] PR_WaitCondVar
     0.00%  Xorg             Xorg                                    [.] _dixInitScreenPrivates
     0.00%  kworker/u16:2-i  [kernel.kallsyms]                       [k] __list_add_valid
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] try_to_del_timer_sync
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] load_balance
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000003ca7fd
     0.00%  Xorg             [kernel.kallsyms]                       [k] kmem_cache_alloc_node
     0.00%  kworker/2:1H-ev  [kernel.kallsyms]                       [k] mutex_lock
     0.00%  Timer            [kernel.kallsyms]                       [k] __mnt_want_write
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] _raw_spin_unlock_irqrestore
     0.00%  Xorg             libxshmfence.so.1.0.0                   [.] xshmfence_trigger
     0.00%  gdbus            [kernel.kallsyms]                       [k] _copy_from_iter
     0.00%  VIEW_AGGREGATOR  dropbox                                 [.] PyMem_RawFree
     0.00%  kworker/u16:2-i  [kernel.kallsyms]                       [k] wq_worker_last_func
     0.00%  kworker/u16:2-i  [kernel.kallsyms]                       [k] native_sched_clock
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] may_open.isra.0
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] lookup_fast
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_bmac_recv
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] mutex_unlock
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_pointer_bit_unlock
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] __i915_gem_object_unset_pages
     0.00%  Timer            libxul.so                               [.] 0x00000000008faf2d
     0.00%  Timer            [kernel.kallsyms]                       [k] select_idle_sibling
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_phy_lcn_updatemac_rssi
     0.00%  perf             [kernel.kallsyms]                       [k] grab_cache_page_write_begin
     0.00%  panel-12-netloa  libc-2.29.so                            [.] __GI___libc_open
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] try_to_wake_up
     0.00%  rngd             [kernel.kallsyms]                       [k] enqueue_entity
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] lookup_fast
     0.00%  swapper          [kernel.kallsyms]                       [k] rcu_qs
     0.00%  swapper          [kernel.kallsyms]                       [k] select_task_rq_fair
     0.00%  swapper          [kernel.kallsyms]                       [k] hrtimer_reprogram
     0.00%  in:imjournal     [kernel.kallsyms]                       [k] set_root
     0.00%  Enpass           Enpass                                  [.] 0x00000000006ac4b0
     0.00%  Web Content      [kernel.kallsyms]                       [k] mutex_unlock
     0.00%  swapper          [kernel.kallsyms]                       [k] timerqueue_del
     0.00%  panel-13-pulsea  libgio-2.0.so.0.6000.6                  [.] g_dbus_is_member_name
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000017e2d
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x0000000000014be3
     0.00%  swapper          [kernel.kallsyms]                       [k] insert_work
     0.00%  Timer            [kernel.kallsyms]                       [k] attach_entity_load_avg
     0.00%  swapper          [kernel.kallsyms]                       [k] update_ts_time_stats
     0.00%  gdbus            libgio-2.0.so.0.6000.6                  [.] g_socket_send_message_with_timeout
     0.00%  Xorg             Xorg                                    [.] 0x0000000000138bc2
     0.00%  kworker/3:0-eve  [kernel.kallsyms]                       [k] update_blocked_averages
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] cpuacct_charge
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] put_prev_task_fair
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] __sched_text_start
     0.00%  swapper          [kernel.kallsyms]                       [k] timekeeping_update
     0.00%  kworker/u16:2-i  [kernel.kallsyms]                       [k] __switch_to_asm
     0.00%  ksoftirqd/0      [kernel.kallsyms]                       [k] queued_spin_lock_slowpath
     0.00%  swapper          [kernel.kallsyms]                       [k] cpuidle_enter
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                    [.] 0x0000000000093d84
     0.00%  Timer            libpthread-2.29.so                      [.] __condvar_release_lock
     0.00%  Xorg             modesetting_drv.so                      [.] 0x0000000000013cc4
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] __check_object_size
     0.00%  kworker/0:1H-ev  [kernel.kallsyms]                       [k] kfree
     0.00%  Timer            libxul.so                               [.] 0x00000000009615fe
     0.00%  Timer            libxul.so                               [.] mozilla::TimeStamp::Now@plt
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] gen6_pm_rps_work
     0.00%  perf             perf                                    [.] 0x000000000020ff6c
     0.00%  Xorg             [kernel.kallsyms]                       [k] drm_read
     0.00%  panel-9-cpugrap  libgobject-2.0.so.0.6000.6              [.] g_type_check_instance_cast
     0.00%  swapper          [kernel.kallsyms]                       [k] update_dl_rq_load_avg
     0.00%  Web Content      [kernel.kallsyms]                       [k] atime_needs_update
     0.00%  ksoftirqd/1      [kernel.kallsyms]                       [k] __switch_to
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] _cond_resched
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] pick_next_task_idle
     0.00%  swapper          [kernel.kallsyms]                       [k] perf_pmu_disable.part.0
     0.00%  gmain            [kernel.kallsyms]                       [k] __fsnotify_parent
     0.00%  kworker/0:0-eve  [kernel.kallsyms]                       [k] gc_worker
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] g_main_context_check
     0.00%  kworker/0:1H-ev  [kernel.kallsyms]                       [k] pick_next_task_fair
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] 0x000000000004c283
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] expand_files
     0.00%  panel-7-systeml  [vdso]                                  [.] __vdso_clock_gettime
     0.00%  swapper          [kernel.kallsyms]                       [k] call_timer_fn
     0.00%  systemd-journal  [kernel.kallsyms]                       [k] ep_send_events_proc
     0.00%  panel-7-systeml  libglib-2.0.so.0.6000.6                 [.] g_io_channel_get_buffer_condition
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] find_next_bit
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] _raw_spin_lock_irqsave
     0.00%  kworker/0:0-eve  [kernel.kallsyms]                       [k] __list_del_entry_valid
     0.00%  xscreensaver     libc-2.29.so                            [.] __GI___writev
     0.00%  JS Watchdog      libpthread-2.29.so                      [.] __condvar_confirm_wakeup
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] intel_set_rps.part.0
     0.00%  Web Content      libglib-2.0.so.0.6000.6                 [.] 0x000000000004d0c3
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] schedule
     0.00%  swapper          [kernel.kallsyms]                       [k] find_first_bit
     0.00%  kworker/3:1H-ev  [kernel.kallsyms]                       [k] update_curr
     0.00%  VIEW_AGGREGATOR  dropbox                                 [.] _PyFunction_FastCallKeywords
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] enqueue_timer
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] find_busiest_group
     0.00%  JS Watchdog      [kernel.kallsyms]                       [k] do_futex
     0.00%  gmain            [kernel.kallsyms]                       [k] switch_fpu_return
     0.00%  swapper          [kernel.kallsyms]                       [k] __mod_node_page_state
     0.00%  kworker/0:0-eve  [kernel.kallsyms]                       [k] rcu_all_qs
     0.00%  swapper          [kernel.kallsyms]                       [k] rcu_report_qs_rnp
     0.00%  swapper          [kernel.kallsyms]                       [k] __switch_to_asm
     0.00%  InotifyEventThr  [kernel.kallsyms]                       [k] check_stack_object
     0.00%  rngd             [kernel.kallsyms]                       [k] __cgroup_account_cputime
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] i915_sw_fence_complete
     0.00%  swapper          [kernel.kallsyms]                       [k] cpu_load_update_nohz_stop
